web_scraper_order,web_scraper_start_url,pagination,title,price,address,image
"1767595934-1","https://sn.coinafrique.com/categorie/chaussures-homme","https://sn.coinafrique.com/categorie/chaussures-homme?page=10","Chaussures hommes","15 000CFA","Parcelle Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_5282876_uploaded_image1_1744723179.jpg"
"1767595934-2","https://sn.coinafrique.com/categorie/chaussures-homme","https://sn.coinafrique.com/categorie/chaussures-homme?page=10","Chaussures hommes","15 000CFA","Parcelle Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_5282864_uploaded_image1_1744722887.jpg"
"1767595934-3","https://sn.coinafrique.com/categorie/chaussures-homme","https://sn.coinafrique.com/categorie/chaussures-homme?page=10","Chaussures Fourcand","20 000CFA","Parcelle Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_5282537_uploaded_image1_1744710329.jpg"
"1767595934-4","https://sn.coinafrique.com/categorie/chaussures-homme","https://sn.coinafrique.com/categorie/chaussures-homme?page=10","Chaussures Wallabees","20 000CFA","Parcelle Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_5282535_uploaded_image1_1744710250.jpg"
"1767595934-5","https://sn.coinafrique.com/categorie/chaussures-homme","https://sn.coinafrique.com/categorie/chaussures-homme?page=10","crocs Confort","10 000CFA","Parcelle Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_5282531_uploaded_image1_1744710129.jpg"
"1767595934-6","https://sn.coinafrique.com/categorie/chaussures-homme","https://sn.coinafrique.com/categorie/chaussures-homme?page=10","Baskets Jordan 4","25 000CFA","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_5281091_uploaded_image1_1744633294.jpg"
"1767595934-7","https://sn.coinafrique.com/categorie/chaussures-homme","https://sn.coinafrique.com/categorie/chaussures-homme?page=10","Baskets New Balance 9060","14 000CFA","Ouakam, Dakar, Sénégal","https://images.coinafrique.com/thumb_5280652_uploaded_image1_1744617829.jpg"
"1767595934-8","https://sn.coinafrique.com/categorie/chaussures-homme","https://sn.coinafrique.com/categorie/chaussures-homme?page=10","Baskets Dior B22","12 000CFA","Ouakam, Dakar, Sénégal","https://images.coinafrique.com/thumb_5280637_uploaded_image1_1744617017.jpg"
"1767595934-9","https://sn.coinafrique.com/categorie/chaussures-homme","https://sn.coinafrique.com/categorie/chaussures-homme?page=10","Chaussures homme","25 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5280347_uploaded_image1_1744581868.jpg"
"1767595934-10","https://sn.coinafrique.com/categorie/chaussures-homme","https://sn.coinafrique.com/categorie/chaussures-homme?page=10","Sandales en cuir","15 000CFA","Parcelle Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_5279346_uploaded_image1_1744524878.jpg"
"1767595934-11","https://sn.coinafrique.com/categorie/chaussures-homme","https://sn.coinafrique.com/categorie/chaussures-homme?page=10","Chaussures pour homme","13 000CFA","Diamalaye 1, Dakar, Sénégal","https://images.coinafrique.com/thumb_5279254_uploaded_image1_1744509325.jpg"
"1767595934-12","https://sn.coinafrique.com/categorie/chaussures-homme","https://sn.coinafrique.com/categorie/chaussures-homme?page=10","Chaussures Berluti","24 000CFA","Grand Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_5277302_uploaded_image1_1744380806.jpg"
"1767595934-13","https://sn.coinafrique.com/categorie/chaussures-homme","https://sn.coinafrique.com/categorie/chaussures-homme?page=10","Sandales Balanciaga","20 000CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_5275448_uploaded_image1_1744291597.jpg"
"1767595934-14","https://sn.coinafrique.com/categorie/chaussures-homme","https://sn.coinafrique.com/categorie/chaussures-homme?page=10","Sneakers Nike Vapormax 2026","45 000CFA","Grand Dakar, Dakar, Sénégal","https://images.coinafrique.com/thumb_5274646_uploaded_image1_1744236593.jpg"
"1767595934-15","https://sn.coinafrique.com/categorie/chaussures-homme","https://sn.coinafrique.com/categorie/chaussures-homme?page=10","Chaussures homme","25 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5273973_uploaded_image1_1744209028.jpg"
"1767595934-16","https://sn.coinafrique.com/categorie/chaussures-homme","https://sn.coinafrique.com/categorie/chaussures-homme?page=10","Chaussures homme","20 000CFA","Grand Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_5272396_uploaded_image1_1744132787.jpg"
"1767595934-17","https://sn.coinafrique.com/categorie/chaussures-homme","https://sn.coinafrique.com/categorie/chaussures-homme?page=10","Chaussures hommes","Prix sur demande","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_5269413_uploaded_image1_1744009328.jpg"
"1767595934-18","https://sn.coinafrique.com/categorie/chaussures-homme","https://sn.coinafrique.com/categorie/chaussures-homme?page=10","Chaussures pour homme","20 000CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_5269412_uploaded_image1_1744009246.jpg"
"1767595934-19","https://sn.coinafrique.com/categorie/chaussures-homme","https://sn.coinafrique.com/categorie/chaussures-homme?page=10","Chaussures hommes","25 000CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_5269407_uploaded_image1_1744008993.jpg"
"1767595934-20","https://sn.coinafrique.com/categorie/chaussures-homme","https://sn.coinafrique.com/categorie/chaussures-homme?page=10","Chaussures homme","13 500CFA","Diamalaye 1, Dakar, Sénégal","https://images.coinafrique.com/thumb_5267782_uploaded_image1_1743893564.jpg"
"1767595934-21","https://sn.coinafrique.com/categorie/chaussures-homme","https://sn.coinafrique.com/categorie/chaussures-homme?page=10","Chaussures homme","25 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5267715_uploaded_image1_1743890662.jpg"
"1767595934-22","https://sn.coinafrique.com/categorie/chaussures-homme","https://sn.coinafrique.com/categorie/chaussures-homme?page=10","Chaussures homme","35 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5265455_uploaded_image1_1743773971.jpg"
"1767595934-23","https://sn.coinafrique.com/categorie/chaussures-homme","https://sn.coinafrique.com/categorie/chaussures-homme?page=10","Baskets","3 000CFA","Mbao, Dakar, Sénégal","https://images.coinafrique.com/thumb_5262492_uploaded_image1_1743632195.jpg"
"1767595934-24","https://sn.coinafrique.com/categorie/chaussures-homme","https://sn.coinafrique.com/categorie/chaussures-homme?page=10","Chaussures homme","Prix sur demande","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_5262150_uploaded_image1_1743614036.jpg"
"1767595934-25","https://sn.coinafrique.com/categorie/chaussures-homme","https://sn.coinafrique.com/categorie/chaussures-homme?page=10","Mocassins Chunky Loafers","75 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5257518_uploaded_image1_1743359463.jpg"
"1767595934-26","https://sn.coinafrique.com/categorie/chaussures-homme","https://sn.coinafrique.com/categorie/chaussures-homme?page=10","Chaussures Mocassin","25 000CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_5257283_uploaded_image1_1743345206.jpg"
"1767595934-27","https://sn.coinafrique.com/categorie/chaussures-homme","https://sn.coinafrique.com/categorie/chaussures-homme?page=10","Chaussures homme","25 000CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_5257271_uploaded_image1_1743344514.jpg"
"1767595934-28","https://sn.coinafrique.com/categorie/chaussures-homme","https://sn.coinafrique.com/categorie/chaussures-homme?page=10","Chaussures homme","12 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5254215_uploaded_image1_1743124170.jpg"
"1767595934-29","https://sn.coinafrique.com/categorie/chaussures-homme","https://sn.coinafrique.com/categorie/chaussures-homme?page=10","Sandales homme","7 500CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5254169_uploaded_image2_1743118437.jpeg"
"1767595934-30","https://sn.coinafrique.com/categorie/chaussures-homme","https://sn.coinafrique.com/categorie/chaussures-homme?page=10","Chaussures homme","Prix sur demande","Parcelle Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_5253716_uploaded_image1_1743093416.jpg"
"1767595934-31","https://sn.coinafrique.com/categorie/chaussures-homme","https://sn.coinafrique.com/categorie/chaussures-homme?page=10","Chaussures homme","Prix sur demande","Parcelle Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_5253687_uploaded_image1_1743092167.jpg"
"1767595934-32","https://sn.coinafrique.com/categorie/chaussures-homme","https://sn.coinafrique.com/categorie/chaussures-homme?page=10","Babouches marocain","10 000CFA","Dieuppeul-Derklé, Dakar, Sénégal","https://images.coinafrique.com/thumb_5252737_uploaded_image1_1743045830.jpg"
"1767595934-33","https://sn.coinafrique.com/categorie/chaussures-homme","https://sn.coinafrique.com/categorie/chaussures-homme?page=10","Babouches Marakich","123CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_5251851_uploaded_image1_1743001414.jpg"
"1767595934-34","https://sn.coinafrique.com/categorie/chaussures-homme","https://sn.coinafrique.com/categorie/chaussures-homme?page=10","Chaussures homme","20 000CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_5251791_uploaded_image1_1742999110.jpg"
"1767595934-35","https://sn.coinafrique.com/categorie/chaussures-homme","https://sn.coinafrique.com/categorie/chaussures-homme?page=10","Chaussures homme","17 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5250867_uploaded_image1_1742945140.jpg"
"1767595934-36","https://sn.coinafrique.com/categorie/chaussures-homme","https://sn.coinafrique.com/categorie/chaussures-homme?page=10","Baskets Nike Air Max 95","19 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5250339_uploaded_image1_1742916939.jpg"
"1767595934-37","https://sn.coinafrique.com/categorie/chaussures-homme","https://sn.coinafrique.com/categorie/chaussures-homme?page=10","Chaussures homme","25 000CFA","Ouest Foire, Dakar, Sénégal","https://images.coinafrique.com/thumb_5249189_uploaded_image1_1742857796.jpg"
"1767595934-38","https://sn.coinafrique.com/categorie/chaussures-homme","https://sn.coinafrique.com/categorie/chaussures-homme?page=10","Chaussures homme","25 000CFA","Ouest Foire, Dakar, Sénégal","https://images.coinafrique.com/thumb_5249173_uploaded_image2_1742857458.jpeg"
"1767595934-39","https://sn.coinafrique.com/categorie/chaussures-homme","https://sn.coinafrique.com/categorie/chaussures-homme?page=10","Baskets homme","25 000CFA","Ouest Foire, Dakar, Sénégal","https://images.coinafrique.com/thumb_5249158_uploaded_image1_1742856533.jpg"
"1767595934-40","https://sn.coinafrique.com/categorie/chaussures-homme","https://sn.coinafrique.com/categorie/chaussures-homme?page=10","Baskets homme","10 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5249008_uploaded_image1_1742848944.jpg"
"1767595934-41","https://sn.coinafrique.com/categorie/chaussures-homme","https://sn.coinafrique.com/categorie/chaussures-homme?page=10","Baskets New Balance","16 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5248723_uploaded_image1_1742835691.jpg"
"1767595934-42","https://sn.coinafrique.com/categorie/chaussures-homme","https://sn.coinafrique.com/categorie/chaussures-homme?page=10","Chaussures Boss","30 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5248608_uploaded_image1_1742831838.jpg"
"1767595934-43","https://sn.coinafrique.com/categorie/chaussures-homme","https://sn.coinafrique.com/categorie/chaussures-homme?page=10","Chaussures Timberland","18 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5248606_uploaded_image1_1742831737.jpg"
"1767595934-44","https://sn.coinafrique.com/categorie/chaussures-homme","https://sn.coinafrique.com/categorie/chaussures-homme?page=10","Baskets Nike Zoom","14 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5248604_uploaded_image1_1742831644.jpg"
"1767595934-45","https://sn.coinafrique.com/categorie/chaussures-homme","https://sn.coinafrique.com/categorie/chaussures-homme?page=10","Chaussures Berluti","25 000CFA","Pikine, Sénégal","https://images.coinafrique.com/thumb_5248498_uploaded_image1_1742827140.jpg"
"1767595934-46","https://sn.coinafrique.com/categorie/chaussures-homme","https://sn.coinafrique.com/categorie/chaussures-homme?page=10","Chaussures New balance","25 000CFA","Pikine, Sénégal","https://images.coinafrique.com/thumb_5248491_uploaded_image1_1742826946.jpg"
"1767595934-47","https://sn.coinafrique.com/categorie/chaussures-homme","https://sn.coinafrique.com/categorie/chaussures-homme?page=10","Chaussures Timberland","14 000CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_5248156_uploaded_image1_1742815132.jpg"
"1767595934-48","https://sn.coinafrique.com/categorie/chaussures-homme","https://sn.coinafrique.com/categorie/chaussures-homme?page=10","Chaussures Berluti","20 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5247335_uploaded_image1_1742773069.jpg"
"1767595934-49","https://sn.coinafrique.com/categorie/chaussures-homme","https://sn.coinafrique.com/categorie/chaussures-homme?page=10","Baskets Nike TN","16 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5247027_uploaded_image1_1742754840.jpg"
"1767595934-50","https://sn.coinafrique.com/categorie/chaussures-homme","https://sn.coinafrique.com/categorie/chaussures-homme?page=10","Baskets New Balance 1000","25 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5247024_uploaded_image1_1742754677.jpg"
"1767595934-51","https://sn.coinafrique.com/categorie/chaussures-homme","https://sn.coinafrique.com/categorie/chaussures-homme?page=10","Baskets Nike Air","25 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5247013_uploaded_image1_1742754363.jpg"
"1767595934-52","https://sn.coinafrique.com/categorie/chaussures-homme","https://sn.coinafrique.com/categorie/chaussures-homme?page=10","Chaussures homme","22 000CFA","Parcelle Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_5245634_uploaded_image1_1742669165.jpg"
"1767595934-53","https://sn.coinafrique.com/categorie/chaussures-homme","https://sn.coinafrique.com/categorie/chaussures-homme?page=10","Chaussures homme","30 000CFA","Grand Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_5243960_uploaded_image1_1742572103.jpg"
"1767595934-54","https://sn.coinafrique.com/categorie/chaussures-homme","https://sn.coinafrique.com/categorie/chaussures-homme?page=10","Madden nyc maxwell - Bottes","35 000CFA","Parcelle Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_5196431_uploaded_image1_1740135850.jpg"
"1767595934-55","https://sn.coinafrique.com/categorie/chaussures-homme","https://sn.coinafrique.com/categorie/chaussures-homme?page=10","Baskets Air Force One","25 000CFA","Rufisque, Sénégal","https://images.coinafrique.com/thumb_5240817_uploaded_image1_1742416359.jpg"
"1767595934-56","https://sn.coinafrique.com/categorie/chaussures-homme","https://sn.coinafrique.com/categorie/chaussures-homme?page=10","Chaussures homme","12 000CFA","Niaga, Sénégal","https://images.coinafrique.com/thumb_5239408_uploaded_image1_1742345593.jpg"
"1767595934-57","https://sn.coinafrique.com/categorie/chaussures-homme","https://sn.coinafrique.com/categorie/chaussures-homme?page=10","Chaussures hommes","12 000CFA","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_5237655_uploaded_image1_1742284734.jpg"
"1767595934-58","https://sn.coinafrique.com/categorie/chaussures-homme","https://sn.coinafrique.com/categorie/chaussures-homme?page=10","Chaussures homme","6 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5236628_uploaded_image1_1742224825.jpg"
"1767595934-59","https://sn.coinafrique.com/categorie/chaussures-homme","https://sn.coinafrique.com/categorie/chaussures-homme?page=10","Chaussures homme","4 500CFA","Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_5236218_uploaded_image1_1742214517.jpg"
"1767595934-60","https://sn.coinafrique.com/categorie/chaussures-homme","https://sn.coinafrique.com/categorie/chaussures-homme?page=10","Sandales homme","8 000CFA","Hann Bel-Air, Dakar, Sénégal","https://images.coinafrique.com/thumb_5235403_uploaded_image1_1742168721.jpg"
"1767595934-61","https://sn.coinafrique.com/categorie/chaussures-homme","https://sn.coinafrique.com/categorie/chaussures-homme?page=10","Chaussures homme","20 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5234080_uploaded_image1_1742075289.jpg"
"1767595934-62","https://sn.coinafrique.com/categorie/chaussures-homme","https://sn.coinafrique.com/categorie/chaussures-homme?page=10","Chaussures homme","20 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5234076_uploaded_image1_1742075201.jpg"
"1767595934-63","https://sn.coinafrique.com/categorie/chaussures-homme","https://sn.coinafrique.com/categorie/chaussures-homme?page=10","Chaussures Unisexe","17 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5233961_uploaded_image1_1742068698.jpg"
"1767595934-64","https://sn.coinafrique.com/categorie/chaussures-homme","https://sn.coinafrique.com/categorie/chaussures-homme?page=10","Chaussures Unisexe","7 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5233958_uploaded_image1_1742068527.jpg"
"1767595934-65","https://sn.coinafrique.com/categorie/chaussures-homme","https://sn.coinafrique.com/categorie/chaussures-homme?page=10","Sandales pour homme","7 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5233956_uploaded_image1_1742068339.jpg"
"1767595934-66","https://sn.coinafrique.com/categorie/chaussures-homme","https://sn.coinafrique.com/categorie/chaussures-homme?page=10","Baskets Air Force One","17 000CFA","Parcelle Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_5233911_uploaded_image1_1742064967.jpg"
"1767595934-67","https://sn.coinafrique.com/categorie/chaussures-homme","https://sn.coinafrique.com/categorie/chaussures-homme?page=10","Chaussures homme","7 000CFA","Thies, Sénégal","https://images.coinafrique.com/thumb_5232564_uploaded_image1_1741979949.jpg"
"1767595934-68","https://sn.coinafrique.com/categorie/chaussures-homme","https://sn.coinafrique.com/categorie/chaussures-homme?page=10","Chaussures homme","7 000CFA","Thies, Sénégal","https://images.coinafrique.com/thumb_5231856_uploaded_image1_1741953647.jpg"
"1767595934-69","https://sn.coinafrique.com/categorie/chaussures-homme","https://sn.coinafrique.com/categorie/chaussures-homme?page=10","Chaussures hommes","25 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5231320_uploaded_image1_1741923376.jpg"
"1767595934-70","https://sn.coinafrique.com/categorie/chaussures-homme","https://sn.coinafrique.com/categorie/chaussures-homme?page=10","Chaussures Jordans","28 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5231315_uploaded_image1_1741923032.jpg"
"1767595934-71","https://sn.coinafrique.com/categorie/chaussures-homme","https://sn.coinafrique.com/categorie/chaussures-homme?page=10","Chaussures homme","22 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5231313_uploaded_image1_1741922943.jpg"
"1767595934-72","https://sn.coinafrique.com/categorie/chaussures-homme","https://sn.coinafrique.com/categorie/chaussures-homme?page=10","Chaussures Timberland rasés","20 000CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_5231311_uploaded_image1_1741922689.jpg"
"1767595934-73","https://sn.coinafrique.com/categorie/chaussures-homme","https://sn.coinafrique.com/categorie/chaussures-homme?page=10","Chaussures hommes new balance","29 900CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_5231310_uploaded_image1_1741922540.jpg"
"1767595934-74","https://sn.coinafrique.com/categorie/chaussures-homme","https://sn.coinafrique.com/categorie/chaussures-homme?page=10","Chaussures hommes","20 000CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_5231308_uploaded_image1_1741922409.jpg"
"1767595934-75","https://sn.coinafrique.com/categorie/chaussures-homme","https://sn.coinafrique.com/categorie/chaussures-homme?page=10","Mocassins homme","20 000CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_5231306_uploaded_image1_1741922306.jpg"
"1767595934-76","https://sn.coinafrique.com/categorie/chaussures-homme","https://sn.coinafrique.com/categorie/chaussures-homme?page=10","Chaussures homme","10 000CFA","Touba, Sénégal","https://images.coinafrique.com/thumb_5231062_uploaded_image1_1741909010.jpg"
"1767595934-77","https://sn.coinafrique.com/categorie/chaussures-homme","https://sn.coinafrique.com/categorie/chaussures-homme?page=10","Chaussures Unisexe","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_5228727_uploaded_image1_1741792966.jpg"
"1767595934-78","https://sn.coinafrique.com/categorie/chaussures-homme","https://sn.coinafrique.com/categorie/chaussures-homme?page=10","Chaussures homme","15 000CFA","Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_5226818_uploaded_image1_1741705646.jpg"
"1767595934-79","https://sn.coinafrique.com/categorie/chaussures-homme","https://sn.coinafrique.com/categorie/chaussures-homme?page=10","Sandales homme","12 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5226470_uploaded_image1_1741695937.jpg"
"1767595934-80","https://sn.coinafrique.com/categorie/chaussures-homme","https://sn.coinafrique.com/categorie/chaussures-homme?page=10","Chaussures  homme Dior","20 000CFA","Fass, Dakar, Sénégal","https://images.coinafrique.com/thumb_5179616_uploaded_image1_1739215885.jpg"
"1767595934-81","https://sn.coinafrique.com/categorie/chaussures-homme","https://sn.coinafrique.com/categorie/chaussures-homme?page=10","Chaussures homme","8 000CFA","Hann Bel-Air, Dakar, Sénégal","https://images.coinafrique.com/thumb_5222481_uploaded_image2_1741519989.jpeg"
"1767595934-82","https://sn.coinafrique.com/categorie/chaussures-homme","https://sn.coinafrique.com/categorie/chaussures-homme?page=10","Chaussures Parada Milano","16 000CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_5177848_uploaded_image1_1739130539.jpg"
"1767595934-83","https://sn.coinafrique.com/categorie/chaussures-homme","https://sn.coinafrique.com/categorie/chaussures-homme?page=10","Baskets Adidas","15 000CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_5177843_uploaded_image1_1739130312.jpg"
"1767595934-84","https://sn.coinafrique.com/categorie/chaussures-homme","https://sn.coinafrique.com/categorie/chaussures-homme?page=10","Baskets homme","17 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5220270_uploaded_image1_1741371390.jpg"
"1767595938-85","https://sn.coinafrique.com/categorie/chaussures-homme","https://sn.coinafrique.com/categorie/chaussures-homme?page=9","Chaussures homme","25 000CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_5291978_uploaded_image1_1745276625.jpg"
"1767595938-86","https://sn.coinafrique.com/categorie/chaussures-homme","https://sn.coinafrique.com/categorie/chaussures-homme?page=9","Chaussures homme","Prix sur demande","Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_5337426_uploaded_image1_1747766507.jpg"
"1767595938-87","https://sn.coinafrique.com/categorie/chaussures-homme","https://sn.coinafrique.com/categorie/chaussures-homme?page=9","Chaussures homme","Prix sur demande","Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_5337421_uploaded_image1_1747766439.jpg"
"1767595938-88","https://sn.coinafrique.com/categorie/chaussures-homme","https://sn.coinafrique.com/categorie/chaussures-homme?page=9","Chaussures homme","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_5336781_uploaded_image1_1747739999.jpg"
"1767595938-89","https://sn.coinafrique.com/categorie/chaussures-homme","https://sn.coinafrique.com/categorie/chaussures-homme?page=9","Chaussure Timberland","20 000CFA","Patte d'oie, Dakar, Sénégal","https://images.coinafrique.com/thumb_5335978_uploaded_image1_1747682457.jpg"
"1767595938-90","https://sn.coinafrique.com/categorie/chaussures-homme","https://sn.coinafrique.com/categorie/chaussures-homme?page=9","Sneakers Timberland","20 000CFA","Patte d'oie, Dakar, Sénégal","https://images.coinafrique.com/thumb_5335950_uploaded_image1_1747681246.jpg"
"1767595938-91","https://sn.coinafrique.com/categorie/chaussures-homme","https://sn.coinafrique.com/categorie/chaussures-homme?page=9","Timberlands homme","30 000CFA","Grand Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_5334044_uploaded_image1_1747578967.jpg"
"1767595938-92","https://sn.coinafrique.com/categorie/chaussures-homme","https://sn.coinafrique.com/categorie/chaussures-homme?page=9","Chaussures homme","25 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5333899_uploaded_image1_1747569426.jpg"
"1767595938-93","https://sn.coinafrique.com/categorie/chaussures-homme","https://sn.coinafrique.com/categorie/chaussures-homme?page=9","Chaussures homme","12 000CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_5288623_uploaded_image1_1745018712.jpg"
"1767595938-94","https://sn.coinafrique.com/categorie/chaussures-homme","https://sn.coinafrique.com/categorie/chaussures-homme?page=9","Chaussures Nike","15 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5332891_uploaded_image1_1747492369.jpg"
"1767595938-95","https://sn.coinafrique.com/categorie/chaussures-homme","https://sn.coinafrique.com/categorie/chaussures-homme?page=9","Sandales","7 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5332884_uploaded_image1_1747492109.jpg"
"1767595938-96","https://sn.coinafrique.com/categorie/chaussures-homme","https://sn.coinafrique.com/categorie/chaussures-homme?page=9","Sandales","8 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5332880_uploaded_image1_1747491983.jpg"
"1767595938-97","https://sn.coinafrique.com/categorie/chaussures-homme","https://sn.coinafrique.com/categorie/chaussures-homme?page=9","Chaussures homme","15 000CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_5332114_uploaded_image1_1747436179.jpg"
"1767595938-98","https://sn.coinafrique.com/categorie/chaussures-homme","https://sn.coinafrique.com/categorie/chaussures-homme?page=9","Sandales Hermès","25 000CFA","Ouest Foire, Dakar, Sénégal","https://images.coinafrique.com/thumb_5329885_uploaded_image2_1747329825.jpeg"
"1767595938-99","https://sn.coinafrique.com/categorie/chaussures-homme","https://sn.coinafrique.com/categorie/chaussures-homme?page=9","Chaussures homme","18 000CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_5283172_uploaded_image1_1744733542.jpg"
"1767595938-100","https://sn.coinafrique.com/categorie/chaussures-homme","https://sn.coinafrique.com/categorie/chaussures-homme?page=9","Chaussures homme","25 000CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_5283140_uploaded_image1_1744733006.jpg"
"1767595938-101","https://sn.coinafrique.com/categorie/chaussures-homme","https://sn.coinafrique.com/categorie/chaussures-homme?page=9","Chaussures homme","12 000CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_5283144_uploaded_image1_1744733046.jpg"
"1767595938-102","https://sn.coinafrique.com/categorie/chaussures-homme","https://sn.coinafrique.com/categorie/chaussures-homme?page=9","Sandales orthopédique","20 000CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_5327825_uploaded_image1_1747239241.jpg"
"1767595938-103","https://sn.coinafrique.com/categorie/chaussures-homme","https://sn.coinafrique.com/categorie/chaussures-homme?page=9","Chaussures homme","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_5327297_uploaded_image1_1747222943.jpg"
"1767595938-104","https://sn.coinafrique.com/categorie/chaussures-homme","https://sn.coinafrique.com/categorie/chaussures-homme?page=9","Baskets homme","13 000CFA","Grand Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_5325840_uploaded_image1_1747144273.jpg"
"1767595938-105","https://sn.coinafrique.com/categorie/chaussures-homme","https://sn.coinafrique.com/categorie/chaussures-homme?page=9","Baskets homme","12 000CFA","Grand Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_5325834_uploaded_image1_1747144150.jpg"
